,game_id,season,neutral_site,scheduled_date,gametime,tournament,tournament_type,tournament_round,tournament_game_no,player_id,last_name,first_name,full_name,abbr_name,status,jersey_number,height,weight,birth_place,birthplace_city,birthplace_state,birthplace_country,class,team_name,team_market,team_id,team_alias,conf_name,conf_alias,division_name,division_alias,league_name,home_team,active,played,starter,minutes,minutes_int64,position,primary_position,field_goals_made,field_goals_att,field_goals_pct,three_points_made,three_points_att,three_points_pct,two_points_made,two_points_att,two_points_pct,blocked_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,turnovers,steals,blocks,assists_turnover_ratio,personal_fouls,tech_fouls,flagrant_fouls,points,sp_created
10,aab7831f-158b-4330-8db2-4f1f86a99dc5,2017,False,2017-12-30,2017-12-30 00:00:00+00:00,,,,,b062c279-5983-4137-8b36-ec4952731593,Brown,Seth,Seth Brown,,,42.0,,,,,,,,,,677251bc-f313-4986-b0e4-2a740e4b1b14,,,,,,,False,True,False,False,00:00,0.0,G,NA,,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,,,,,0.0,,,,,2018-02-20 13:03:22+00:00
11,77037c06-bc2d-4207-b8e5-5f434adaf3cd,2017,False,2017-11-11,2017-11-11 02:00:00+00:00,,,,,d8ae4ee6-dc48-401d-a863-4dbe767789fd,Fogle,Tanner,Tanner Fogle,,,32.0,,,,,,,,,,ae44bb22-e830-4e49-a5b4-525505807672,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:22+00:00
12,4eb90d99-47b9-49d9-84df-0d619bd89dee,2017,False,2017-11-12,2017-11-12 18:00:00+00:00,,,,,954484c8-d798-4dd4-8ea9-1bf1c54af110,Culp,Kameron,Kameron Culp,,,23.0,,,,,,,,,,12516ad1-4ea7-4a52-857b-0a8a1c4bfb06,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:27+00:00
13,10f6f12d-f53a-4c05-a79d-cbedf38f1a1c,2017,False,2017-11-25,2017-11-25 01:00:00+00:00,,,,,38b1f173-d8bd-471c-bf6a-811f526f4783,McHenry,Matt,Matt McHenry,,,13.0,,,,,,,,,,8784cd8e-00f3-47b9-8788-29172ee14d9d,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:24+00:00
14,3c471313-e8b7-400d-99d4-d6c3cd4598f8,2017,False,2017-11-12,2017-11-12 21:00:00+00:00,,,,,afe0acb5-f3b1-41ae-98e4-cec6cd4ab942,Marshall,Dylan,Dylan Marshall,,,12.0,,,,,,,,,,265803f5-a3fd-4c90-a05e-944fdb21faf8,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:22+00:00
15,c191c524-80b6-4485-bbb5-00c32b02ff7a,2017,False,2017-11-14,2017-11-14 01:30:00+00:00,,,,,3fd040f4-7eb4-4839-926c-4446b5308ab1,Wood,Sean,Sean Wood,,,10.0,,,,,,,,,,f4a5709a-5553-4fe0-bcc5-297865fa9620,,,,,,,False,True,False,False,,,G-F,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:24+00:00
16,4765d29f-7731-4dc6-b8b3-1facf9f0f2d2,2017,False,2017-11-15,2017-11-15 00:35:00+00:00,,,,,c3b6b5e7-7565-4162-9d47-c2cbdb3075c1,Noce,John,John Noce,,,4.0,,,,,,,,,,0496c4c9-37a7-48db-ae81-c42eeb2de5fc,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:22+00:00
17,a52fc233-4f73-4584-99e7-703fa1169219,2017,False,2017-12-30,2017-12-30 21:00:00+00:00,,,,,6aa583d7-429f-4980-ad15-da4b9e2df016,Abate,Anthony,Anthony,,,23.0,,,,,,,,,,07f784b7-e60c-4623-9674-af90359321f9,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:24+00:00
18,4eb90d99-47b9-49d9-84df-0d619bd89dee,2017,False,2017-11-12,2017-11-12 18:00:00+00:00,,,,,41e43dd0-5d84-4556-8eef-41368a27de2a,Harris,Julian,Julian Harris,,,20.0,,,,,,,,,,12516ad1-4ea7-4a52-857b-0a8a1c4bfb06,,,,,,,False,True,False,False,,,F,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:27+00:00
19,8f5471ba-dfeb-4e76-b3d0-3891b954fb7b,2017,False,2017-11-11,2017-11-11 00:30:00+00:00,,,,,fd5d877c-4259-4139-a8f8-c6543a438cab,Sommer,Matthew,Matthew Sommer,,,5.0,,,,,,,,,,a118319b-403e-4253-8a4e-d9b0287e19d5,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:27+00:00
20,648baac7-5de2-4473-8082-505f8f4e4d7e,2017,False,2017-11-11,2017-11-11 00:30:00+00:00,,,,,49c04c83-da58-487d-8786-c124ffcbfc31,Katz,Joseph,Joseph Katz,,,22.0,,,,,,,,,,f7c783b7-e348-4940-82c8-0890af2b250b,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:26+00:00
21,648baac7-5de2-4473-8082-505f8f4e4d7e,2017,False,2017-11-11,2017-11-11 00:30:00+00:00,,,,,68482a29-63ce-4142-9f2d-180e46c7b65d,Davet,Matt,Matt Davet,,,21.0,,,,,,,,,,f7c783b7-e348-4940-82c8-0890af2b250b,,,,,,,False,True,False,False,,,F,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:26+00:00
22,c191c524-80b6-4485-bbb5-00c32b02ff7a,2017,False,2017-11-14,2017-11-14 01:30:00+00:00,,,,,f6ea8eb4-80f9-4d1e-b6bb-61564463a93b,Jewell,Joseph,Joseph Jewell,,,21.0,,,,,,,,,,f4a5709a-5553-4fe0-bcc5-297865fa9620,,,,,,,False,True,False,False,,,F-C,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:24+00:00
23,14ab9c26-b586-4f68-8989-f433bb3a3e7f,2017,False,2017-11-22,2017-11-22 00:00:00+00:00,,,,,d021d32c-1844-43e0-94f9-547e0ecd8e39,Hyland,Kevin,Kevin Hyland,,,40.0,,,,,,,,,,0496c4c9-37a7-48db-ae81-c42eeb2de5fc,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:24+00:00
24,4fbbc4c8-f748-4ef0-9387-acaad9c0cb98,2017,False,2017-11-14,2017-11-14 00:00:00+00:00,,,,,8e7e4d82-ab2e-4547-8403-e7438cc97a5e,Gompers,Hank,Hank Gompers,,,22.0,,,,,,,,,,5f58ee63-59de-41cf-9235-1664dc16ee1c,,,,,,,False,True,False,False,,,F,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:24+00:00
25,7cda8dca-e87b-4b4e-9eed-68cfba948957,2017,False,2017-11-26,2017-11-26 21:30:00+00:00,,,,,b2a5dba4-c18d-4ccb-8a3f-efedb453fa8a,Elliott,Peyton,Peyton Elliott,,,12.0,,,,,,,,,,3572adb4-ffa8-4eb7-a74d-c154831ab1ef,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:26+00:00
26,8d2bcc16-0193-4845-9a9d-bd6f77dc773e,2017,False,2017-12-31,2017-12-31 20:00:00+00:00,,,,,8f5f8b45-6764-4334-80c8-0b8eaa412beb,Parks,Nate,Nate Parks,,,3.0,,,,,,,,,,bf6b9db6-ca43-4cc3-99f1-cc4641cdc7c0,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:23+00:00
27,998aa225-6303-488e-bd48-a4b07e1436c0,2017,False,2017-12-16,2017-12-16 03:00:00+00:00,,,,,08372673-0f58-433c-8809-5ea4ad647e28,Moyo,Bongani,Bongani Moyo,,,13.0,,,,,,,,,,bbee8201-c65b-4a75-abff-a689b4701df4,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:26+00:00
28,4fbbc4c8-f748-4ef0-9387-acaad9c0cb98,2017,False,2017-11-14,2017-11-14 00:00:00+00:00,,,,,ac790f12-3600-4aab-907d-59704820277d,Herron,Dorian,Dorian Herron,,,0.0,,,,,,,,,,5f58ee63-59de-41cf-9235-1664dc16ee1c,,,,,,,False,True,False,False,,,F,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:24+00:00
29,0a9583a4-7940-47a0-8ebc-9a3029fe19b8,2017,False,2017-11-16,2017-11-16 01:00:00+00:00,,,,,f0e87342-15e6-4670-b3eb-53e5e7025f93,Lahr,Kyle,Kyle Lahr,,,,,,,,,,,,,c0e75776-d62a-4bd9-87ef-7632a8067e62,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:24+00:00
30,fcc2decd-b14f-4fed-8a78-8856c6689c74,2017,False,2017-11-12,2017-11-12 18:00:00+00:00,,,,,b8b54bdd-1995-49d3-8d3a-76c077b3dfd0,Kittrell,Javaughn,Javaughn Kittrell,,,,,,,,,,,,,dbd3591c-a49c-49da-ab52-a364a1b2e032,,,,,,,False,True,False,False,,,G-F,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:23+00:00
31,9edeac4b-bb53-4fae-adf1-a1ecb6666a95,2017,False,2017-11-11,2017-11-11 00:00:00+00:00,,,,,3a6f6b66-2262-4696-b27e-559ddbc6613f,Strong,Jalan,Jalan Strong,,,40.0,,,,,,,,,,48013c08-55fd-4a47-9281-62d284277df4,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:23+00:00
32,aab7831f-158b-4330-8db2-4f1f86a99dc5,2017,False,2017-12-30,2017-12-30 00:00:00+00:00,,,,,aa9ebfcc-7967-4e47-958f-505a28109809,Brehm,Dylan,Dylan Brehm,,,32.0,,,,,,,,,,677251bc-f313-4986-b0e4-2a740e4b1b14,,,,,,,False,True,False,False,00:00,0.0,F,NA,,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,,,,,0.0,,,,,2018-02-20 13:03:22+00:00
33,5aff9963-c223-4362-8a92-108dffeca2c9,2017,False,2017-11-11,2017-11-11 01:30:00+00:00,,,,,cc236d15-34b4-4db0-8837-3fa1eae0992d,Logsdon,Jake,Jake Logsdon,,,42.0,,,,,,,,,,bdf7405d-66c0-4b2d-9764-d7152c264eaa,,,,,,,False,True,False,False,,,F,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:22+00:00
34,648baac7-5de2-4473-8082-505f8f4e4d7e,2017,False,2017-11-11,2017-11-11 00:30:00+00:00,,,,,5502d91e-192d-46b5-a16c-41f1126b2d1e,Anderson,Alec,Alec Anderson,,,23.0,,,,,,,,,,f7c783b7-e348-4940-82c8-0890af2b250b,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:26+00:00
35,3826aa98-d787-44ae-b13a-f50b391403a6,2017,False,2017-12-17,2017-12-17 00:00:00+00:00,,,,,1d670e2a-0b8b-445a-8e71-c80d65a2a54d,Johnson,Mike,Mike Johnson,,,3.0,,,,,,,,,,e83b24a0-ebe8-4f37-92ce-6c5944b18085,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:24+00:00
36,998aa225-6303-488e-bd48-a4b07e1436c0,2017,False,2017-12-16,2017-12-16 03:00:00+00:00,,,,,75cf9516-2a9e-4eea-bc74-57238342a62f,Christie,EJ,EJ Christie,,,42.0,,,,,,,,,,bbee8201-c65b-4a75-abff-a689b4701df4,,,,,,,False,True,False,False,,,C,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:26+00:00
37,a52fc233-4f73-4584-99e7-703fa1169219,2017,False,2017-12-30,2017-12-30 21:00:00+00:00,,,,,7df7375c-26d7-46dd-9a32-5f95a9183640,Rosen,Alex,Alex Rosen,,,4.0,,,,,,,,,,07f784b7-e60c-4623-9674-af90359321f9,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:24+00:00
38,0a9583a4-7940-47a0-8ebc-9a3029fe19b8,2017,False,2017-11-16,2017-11-16 01:00:00+00:00,,,,,c492c0af-f2d8-46e4-b0d7-343ede7d8a5e,May,Coleman,Coleman May,,,,,,,,,,,,,c0e75776-d62a-4bd9-87ef-7632a8067e62,,,,,,,False,True,False,False,,,C,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:24+00:00
39,a52fc233-4f73-4584-99e7-703fa1169219,2017,False,2017-12-30,2017-12-30 21:00:00+00:00,,,,,90bb8f88-21f1-4f9f-9377-3e0b5d1b5c88,Perez,Darien,Darien Perez,,,15.0,,,,,,,,,,07f784b7-e60c-4623-9674-af90359321f9,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:24+00:00
40,ff06124b-9a19-4131-a89d-383cc3a0546b,2017,False,2017-11-26,2017-11-26 21:00:00+00:00,,,,,040985b6-113b-4584-a79d-e4c2e9047486,Collins,AJ,AJ Collins,,,20.0,,,,,,,,,,677251bc-f313-4986-b0e4-2a740e4b1b14,,,,,,,False,True,False,False,00:00,0.0,G,NA,,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,,,,,0.0,,,,,2018-02-20 13:03:21+00:00
41,3826aa98-d787-44ae-b13a-f50b391403a6,2017,False,2017-12-17,2017-12-17 00:00:00+00:00,,,,,49c3efc9-102f-47c6-b1ff-c0f3bce6f6a0,Nyang,Akim,Akim Nyang,,,33.0,,,,,,,,,,e83b24a0-ebe8-4f37-92ce-6c5944b18085,,,,,,,False,True,False,False,,,C,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:24+00:00
42,10f6f12d-f53a-4c05-a79d-cbedf38f1a1c,2017,False,2017-11-25,2017-11-25 01:00:00+00:00,,,,,5a9d04e6-ac33-4b23-8120-a1e98bf02bea,Satterfield,Camron,Camron Satterfield,,,10.0,,,,,,,,,,8784cd8e-00f3-47b9-8788-29172ee14d9d,,,,,,,False,True,False,False,,,G-F,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:24+00:00
43,39a4837b-24b3-4fbd-ac1c-e47a0b962b34,2017,False,2017-11-30,2017-11-30 00:00:00+00:00,,,,,25fa87b1-e4fe-4687-9e12-4a70e7cfefca,Hatton,Braden,Braden Hatton,,,21.0,,,,,,,,,,bdf7405d-66c0-4b2d-9764-d7152c264eaa,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:21+00:00
44,03fe9dc8-7968-4f80-a6a2-5be12cd12cb1,2017,False,2018-01-27,2018-01-27 22:00:00+00:00,,,,,8367b8fe-e92f-480b-acdc-fb87f393fc9e,Jackson,Chrys,Chrys Jackson,,,3.0,,,,,,,,,,bcc5efaf-2cad-4335-8ac9-fda38e9c7a9c,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:23+00:00
45,a4e3ae85-91e5-4827-bcd7-224dfc5ae75f,2017,False,2017-12-02,2017-12-02 21:00:00+00:00,,,,,ab068787-d83a-4cac-80c4-a793ccf197ef,McNack,Joshua,Joshua McNack,,,15.0,,,,,,,,,,46088d45-37c4-419e-ba51-87b6e083a736,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:23+00:00
46,3c4e146a-44ac-44bc-a8a0-6b0bf44b9078,2017,False,2018-01-03,2018-01-03 00:00:00+00:00,,,,,3a6f6b66-2262-4696-b27e-559ddbc6613f,Strong,Jalan,Jalan Strong,,,40.0,,,,,,,,,,48013c08-55fd-4a47-9281-62d284277df4,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:23+00:00
47,cd17527c-ca25-4675-8584-9b085c4111fd,2017,False,2017-11-11,2017-11-11 03:00:00+00:00,,,,,01d78106-8a02-43b3-ae1c-493fa7757cad,Wilson,Jordan,Jordan Wilson,,,23.0,,,,,,,,,,0e7bc3d6-94b9-4e70-9cd5-ef99cc33881e,,,,,,,False,True,False,False,,,F,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:23+00:00
48,0ca1828f-a72c-48b6-98b0-69f51ddd5fdd,2017,False,2017-11-30,2017-11-30 00:00:00+00:00,,,,,a7b97726-b200-4862-a829-947a71ffbe48,Markins,Conor,Conor Markins,,,12.0,,,,,,,,,,e10bfa81-450c-43a3-8748-451d931f4990,,,,,,,False,True,False,False,00:00,0.0,G,NA,,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,,,,,0.0,,,,,2018-02-20 13:03:23+00:00
49,03fe9dc8-7968-4f80-a6a2-5be12cd12cb1,2017,False,2018-01-27,2018-01-27 22:00:00+00:00,,,,,5f7eb966-ba8d-4ed8-8e3f-fb7a656d7ac3,Watson,Nehemiah,Nehemiah Watson,,,1.0,,,,,,,,,,bcc5efaf-2cad-4335-8ac9-fda38e9c7a9c,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:23+00:00
50,3527cce8-ca17-49a4-8893-b69d21e6f2f6,2017,False,2017-11-29,2017-11-29 00:00:00+00:00,,,,,e12f5267-3e3e-429c-8d2c-e379fd076d47,Adams,DeAngelo,DeAngelo Adams,,,50.0,,,,,,,,,,d34739b2-c731-49d1-a4ab-8fe3dd1cc5de,,,,,,,False,True,False,False,,,F,SF,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:23+00:00
51,03fe9dc8-7968-4f80-a6a2-5be12cd12cb1,2017,False,2018-01-27,2018-01-27 22:00:00+00:00,,,,,48e4cd9a-200f-4837-91f4-2ccbf70a8181,Coleman,Isaiah,Isaiah Coleman,,,41.0,,,,,,,,,,bcc5efaf-2cad-4335-8ac9-fda38e9c7a9c,,,,,,,False,True,False,False,00:00,0.0,F,NA,,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,2.0,,,,0.0,,,,,2018-02-20 13:03:23+00:00
52,620d5881-3194-4624-9b0d-13b261d5131f,2017,False,2017-12-17,2017-12-17 19:00:00+00:00,,,,,b99c1b6b-24ad-4745-8aad-b4de2d655da4,Siegien,Jan,Jan Siegien,,,32.0,,,,,,,,,,c1ae5e41-ec5f-454e-ab73-ad6b6ddb7835,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:27+00:00
53,dd38e120-bc90-4544-9e61-3e07ed2728cb,2017,False,2017-12-16,2017-12-16 01:00:00+00:00,,,,,3811386f-eada-42d3-a930-6cbb04763be1,Hayes,Jared,Jared Hayes,,,5.0,,,,,,,,,,c2749176-0670-4535-a27f-12fe69b853dc,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:23+00:00
54,3c471313-e8b7-400d-99d4-d6c3cd4598f8,2017,False,2017-11-12,2017-11-12 21:00:00+00:00,,,,,aae1248f-3095-428d-8a42-1a7b7cff3d50,Konicki,Adam,Adam Konicki,,,32.0,,,,,,,,,,265803f5-a3fd-4c90-a05e-944fdb21faf8,,,,,,,False,True,False,False,,,F,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:22+00:00
55,d1fb8ac8-f861-4862-9989-fa06e61aff3d,2017,False,2017-11-13,2017-11-13 00:00:00+00:00,,,,,f59bae8c-be44-4974-b4c3-485671473261,Day,Jewell,Jewell Day,,,0.0,,,,,,,,,,38541467-a359-446a-a531-5c2c8945bcf8,,,,,,,False,True,False,False,,,G-F,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:24+00:00
56,aab7831f-158b-4330-8db2-4f1f86a99dc5,2017,False,2017-12-30,2017-12-30 00:00:00+00:00,,,,,040985b6-113b-4584-a79d-e4c2e9047486,Collins,AJ,AJ Collins,,,20.0,,,,,,,,,,677251bc-f313-4986-b0e4-2a740e4b1b14,,,,,,,False,True,False,False,00:00,0.0,G,NA,,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,,,,,0.0,,,,,2018-02-20 13:03:22+00:00
57,77037c06-bc2d-4207-b8e5-5f434adaf3cd,2017,False,2017-11-11,2017-11-11 02:00:00+00:00,,,,,fc0f8526-9969-4f18-8e25-eb8dc8f4b764,Rutherford,Cameron,Cameron Rutherford,,,42.0,,,,,,,,,,ae44bb22-e830-4e49-a5b4-525505807672,,,,,,,False,True,False,False,,,C,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:22+00:00
58,7a1bcf5d-3d7c-4b5d-bbef-242f85dcd51f,2017,False,2017-11-11,2017-11-11 01:00:00+00:00,,,,,a1551c88-2ad7-4fc9-9da4-05fe9b0d7b8e,Bruggink,Andrew,Andrew Bruggink,,,25.0,,,,,,,,,,362a08f2-3d98-4ec7-82a4-1d3b4860599b,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:27+00:00
59,a52fc233-4f73-4584-99e7-703fa1169219,2017,False,2017-12-30,2017-12-30 21:00:00+00:00,,,,,4df7ab91-15ff-4f64-a671-33d9da6f793b,Smith,Billy,Billy Smith,,,20.0,,,,,,,,,,07f784b7-e60c-4623-9674-af90359321f9,,,,,,,False,True,False,False,,,G,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:24+00:00
60,620d5881-3194-4624-9b0d-13b261d5131f,2017,False,2017-12-17,2017-12-17 19:00:00+00:00,,,,,189a44d1-1dc2-48c5-97d7-b959c3ed5372,Heien,Jordan,Jordan Heien,,,44.0,,,,,,,,,,c1ae5e41-ec5f-454e-ab73-ad6b6ddb7835,,,,,,,False,True,False,False,,,F,NA,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20 13:03:27+00:00
